OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
18166,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.2808,-94.8002,5/6/2020 12:00:00 AM,2b861b30-1d6a-412d-8f10-703d8dfe042b,-94.8002,29.2808000000001
17170,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.2666,-94.8244,11/26/2019 12:00:00 AM,9bc91771-d489-4108-8f3f-ee7bc4b2df37,-94.8244,29.2666
21083,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.2165,-94.9132,5/2/2022 12:00:00 AM,985040c0-06b5-4ee4-a39a-1d8187c699e5,-94.9132,29.2165000000001
15510,Pacific Ocean,Gulf of California,,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,26.729392,-111.906818,7/11/2018 12:00:00 AM,cb0a8761-823e-4def-a377-4d8e140eb789,-111.906818,26.7293920000001
3107,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,26.42,-77.91,5/6/1993 12:00:00 AM,45a15687-aa06-4931-9031-a284d919ac97,-77.91,26.4200000000001
18830,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,27.8516,-82.5545,12/4/2020 12:00:00 AM,3b3b6417-d3dc-4ca2-818c-105450977f15,-82.5545,27.8516000000001
22079,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,McEachern et al. 2019,"McEachern, K., H. Alegria, A. L. Kalagher, C. Hansen, S. Morrison, D. Hastings. 2019. Microplastics in Tampa Bay, Florida: Abundance and variability in estuarine waters and sediments. Marine Pollution Bulletin 148, 97-106. https://doi.org/10.1016/j.marpolbul.2019.07.068",https://doi.org/10.1016/j.marpolbul.2019.07.068,University of South Florida,Tampa Bay,285700,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0285700,27.9237,-82.4807,8/9/2016 12:00:00 AM,d1ee225b-9f64-403f-a385-1ca1c3d85218,-82.4807,27.9237000000001
18427,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,27.9504,-82.5461,8/16/2020 12:00:00 AM,fa021179-d3e2-42e4-9cb9-82581a9df4d3,-82.5461,27.9504000000001
20751,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,30.3063,-89.3276,3/14/2022 12:00:00 AM,b6680a1e-04d1-4d18-8647-ab7074106a77,-89.3276,30.3063000000001
4435,Atlantic Ocean,Caribbean Sea,,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,11.17,-67.28,12/16/1999 12:00:00 AM,bd3feb26-4c2c-4e1c-9828-7a77d672622f,-67.28,11.1700000000001
5099,Atlantic Ocean,Caribbean Sea,,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,11.82,-66.38,12/20/2003 12:00:00 AM,5dbd09f7-6436-49be-9743-927873209896,-66.3799999999999,11.8200000000001
2443,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,11.94,-68.26,12/15/1987 12:00:00 AM,5d35ecdd-8fbf-4613-85ef-2d17d966a062,-68.2599999999999,11.9400000000001
854,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,15.28,-64.43,12/3/1994 12:00:00 AM,ee0154f3-d71c-4f07-aa13-d697ccfe3243,-64.4299999999999,15.28
2182,Atlantic Ocean,,,Neuston net,0.008096,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,15.65,-59.37,11/1/2001 12:00:00 AM,039a661f-9d56-497f-bd6a-b3fcb34d9739,-59.3699999999999,15.65
522,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,12.73,-61.7,12/9/1992 12:00:00 AM,0e9a2e5c-87c1-48bd-96b3-8c52e861d860,-61.6999999999999,12.7300000000001
13921,Atlantic Ocean,,,Aluminum bucket,1368,pieces/m3,>=10,Very High,Queiroz et al.2022,"Queiroz, A.F.dos S., A.S. da Conceição, D. Chelazzi, M. Rollnic, A. Cincinelli, T. Giarrizzo, J.E.M. Filho. 2022. First assessment of microplastic and artificial microfiber contamination in surface waters of the Amazon Continental Shelf. Science of The Total Environment, 839, 156259. https://doi.org/10.1016/j.scitotenv.2022.156259",https://doi.org/10.1016/j.scitotenv.2022.156259,"Federal University of Pará, Brazil",Amazon Continental Shelf,276482,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276482,0.631825,-45.398158,10/17/2018 12:00:00 AM,16d77822-0533-4116-97b9-0bdb592f3d6e,-45.398158,0.631825000000049
9344,Pacific Ocean,,,Grab sample,0.001,pieces/m3,0.0005-0.005,Low,Barrows et al.2018,"Barrows, A.P.W., S.E. Cathey, C.W. Petersen. 2018. Marine environment microfiber contamination: global patterns and the diversity of microparticle origins. Environ. Pollut. 237, 275?284",https://doi.org/10.1016/j.envpol.2018.02.062,Adventure Scientist,Adventure Scientist/Citizen Science,211009,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211009,16.623,-99.6978,1/3/2015 12:00:00 AM,b9e435e3-9e86-4143-8b51-877e5dcdc7a6,-99.6978,16.623
5763,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,19.77,-81.06,3/15/2007 12:00:00 AM,3c57e795-589a-4836-8160-895d8ef960de,-81.0599999999999,19.77
16506,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,19.1944,-96.1236,5/31/2019 12:00:00 AM,9cfaccaf-49df-4cf6-bc62-b62efecffb9a,-96.1236,19.1944
20087,Pacific Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,10.3331,-85.8476,10/10/2021 12:00:00 AM,c6e7bc8f-022e-4bf3-863f-112ba2a1b097,-85.8475999999999,10.3331000000001
2775,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,12.77,-79.83,3/3/1992 12:00:00 AM,41df6352-e377-4812-a054-8ea735a1a369,-79.83,12.77
10363,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Suaria et al.2020,"Suaria, G., V. Perold, J.R. Lee, F. Lebouard, S. Aliani, P.G. Ryan. 2020. Floating macro- and microplastics around the Southern Ocean: Results from the Antarctic Circumnavigation Expedition. Environment International, 136, 105494 ",https://doi.org/10.1016/j.envint.2020.105494,"Institute of Marine Sciences - National Research Council, Italy",Antarctic Circumnavigation Expedition,253447,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253447,-58.657288,-13.94965,3/9/2017 12:00:00 AM,f7da823d-f01f-4c5c-8d02-79c60ca49c46,-13.94965,-58.6572879999999
10031,Atlantic Ocean,,,Grab sample,0.001,pieces/m3,0.0005-0.005,Low,Barrows et al.2018,"Barrows, A.P.W., S.E. Cathey, C.W. Petersen. 2018. Marine environment microfiber contamination: global patterns and the diversity of microparticle origins. Environ. Pollut. 237, 275?284",https://doi.org/10.1016/j.envpol.2018.02.062,Adventure Scientist,Adventure Scientist/Citizen Science,211009,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211009,-40.3233,-9.8962,1/21/2017 12:00:00 AM,bb1636d9-1abe-41ba-bd7d-0c0fc2501ffb,-9.89619999999996,-40.3233
13898,Atlantic Ocean,,,Aluminum bucket,885,pieces/m3,>=10,Very High,Queiroz et al.2022,"Queiroz, A.F.dos S., A.S. da Conceição, D. Chelazzi, M. Rollnic, A. Cincinelli, T. Giarrizzo, J.E.M. Filho. 2022. First assessment of microplastic and artificial microfiber contamination in surface waters of the Amazon Continental Shelf. Science of The Total Environment, 839, 156259. https://doi.org/10.1016/j.scitotenv.2022.156259",https://doi.org/10.1016/j.scitotenv.2022.156259,"Federal University of Pará, Brazil",Amazon Continental Shelf,276482,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276482,0.678683,-47.812442,3/15/2018 12:00:00 AM,388e2cc5-313c-44c8-95c9-cb60c76f83ea,-47.812442,0.678683000000035
3084,Atlantic Ocean,Caribbean Sea,,Neuston net,0.043196,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,17.27,-76.03,2/28/1993 12:00:00 AM,e3c18dd9-dd29-4ad4-b45e-ab1165914f15,-76.03,17.27
1756,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,16.73,-81.21,3/5/2000 12:00:00 AM,115c07b1-1a13-4448-8483-8b440e1ddc8d,-81.21,16.7300000000001
1424,Atlantic Ocean,Caribbean Sea,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,16.5,-80.97,2/28/1998 12:00:00 AM,671b9ef3-99d7-4b96-8117-9ca8600225fe,-80.97,16.5000000000001
9914,Atlantic Ocean,Celtic Sea,,Grab sample,0,pieces/m3,0-0.0005,Very Low,Barrows et al.2018,"Barrows, A.P.W., S.E. Cathey, C.W. Petersen. 2018. Marine environment microfiber contamination: global patterns and the diversity of microparticle origins. Environ. Pollut. 237, 275?284",https://doi.org/10.1016/j.envpol.2018.02.062,Adventure Scientist,Adventure Scientist/Citizen Science,211009,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211009,50.3247,-5.1998,10/10/2016 12:00:00 AM,2faf2ef5-8804-4cc2-854c-4765f5c4e2d7,-5.19979999999993,50.3247000000001
13566,Atlantic Ocean,,,Manta net,0.057342,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,42.637833,-9.14315,9/16/2018 12:00:00 AM,43fab93d-8778-4d78-8329-ad4f8bef8499,-9.14314999999993,42.6378330000001
14230,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,0.041614,pieces/m3,0.005-1,Medium,"Russell and Webster, 2021","Russell, M., L. Webster. 2021. Microplastics in sea surface waters around Scotland. Marine Pollution Bulletin 166, 112210. https://doi.org/10.1016/j.marpolbul.2021.112210",https://doi.org/10.1016/j.marpolbul.2021.112210,Marine Scotland Science,MRV Scotia/MRV Alba na Mara /RV Sir John Murray,259692,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:259692,55.901,-4.909167,10/22/2018 12:00:00 AM,d3fe2be6-924f-479c-819c-40cfe051f5e3,-4.90916699999997,55.9010000000001
